"text","cmp_code","eu_code"
"However, we need to ensure that we can invest in the long term by using the benefits of Scotland’s wealth of resources.","301",NA
"Scotland will send £7.7 billion to Westminster more than we will receive back over the two years to 2002, as we published in Scotland’s 21 st Century Opportunity - Government Expenditures & Revenues in Scotland 2000-2002.","301",NA
"We will establish the Scottish Fund for Future Generations (SFFG) as a means of securing that long-term investment.","504",NA
"By committing our surplus oil revenues to the SFFG we will lock up the benefits of years of plenty forever.","504",NA
"This fund will produce a sustainable stream of income for investment from the depletion of scarce natural resources.","416",NA
"The extent of this income will vary with the revenues committed and the rates of return on investment achieved.","416",NA
"The investment in the SFFG could be £4.9 billion in the next year alone.","504",NA
"The income from that one year’s investment could in turn be worth in excess of £390 million a year in-perpetuity assuming an 8 per cent benchmark real rate of return.","504",NA
"That money would be available for reinvestment in public services on a sustainable basis.","416",NA
"The income from the fund is projected to top £1 billion a year after five years and could reach £5 billion per year in time.","504",NA
"Norway is already achieving income levels of this order after only five years of operating such a fund.","504",NA
"We will also establish the Scottish Trust for Public Investment (STPI).","504",NA
"This will target low cost investment into public infrastructure by competing costly PFI/PPP financed projects out of the market.","504",NA
"By operating on a not for profit basis, spreading risk and gathering expertise under one roof,","504",NA
"together with a secure government income stream,","414",NA
"the STPI could cut the cost of capital compared to PFI in half.","504",NA
"This will release a massive amount of resources for re-investment into public service infrastructure.","504",NA
"Our Policies",NA,NA
"Constitution",NA,NA
"The Scottish National Party believes that an Independent Scotland must have a written Constitution that clearly enshrines the rights and responsibilities of all those who choose to live in Scotland.","202",NA
"In the context of EU citizenship, the SNP have an open and inclusive approach to Scottish citizenship.","108",NA
"The automatic right of citizenship will be open to all those living in Scotland,","602",NA
"all those born in Scotland and","602",NA
"all those with a parent born in Scotland.","602",NA
"All others are free to apply.","602",NA
"With Independence,","301",NA
"the Queen and her successors will remain as Head of State of Scotland, as defined within the written Constitution,","203",NA
"subject to the democratic consent of the people in a referendum.","202",NA
"The Scottish National Party supports the introduction of proportional representation at all levels of government.","202",NA
"Quangos",NA,NA
"Public confidence in the quango system is at an all time low.","202",NA
"This is exacerbated by the failure of quangos and","202",NA
"ministers to be held accountable when they deliver poor performance.","202",NA
"We will examine the role and effectiveness of the current range of quangos with a view to abolishing the excessive number of quangos operating in Scotland","202",NA
"and to replace the quango state with a democratic state.","202",NA
"We will introduce measures to increase the control of the Scottish Parliament over appointments to","202",NA
"and performance of those quangos that will remain.","202",NA
"In particular, we support the current Private Member’s Bill in the Scottish Parliament regarding scrutiny of Scotland’s quangos.","202",NA
"Civil Service",NA,NA
"Independence will provide job security and new opportunities for civil servants -","704",NA
"within the Scottish Executive,","704",NA
"Executive Agencies","704",NA
"and those UK departments employing staff within Scotland - to advance to the top of their profession.","704",NA
"Student Funding",NA,NA
"The SNP believes in the right of free access to higher education.","506",NA
"We support the complete abolition of tuition fees,","506",NA
"whether these are due up front or paid back after graduation.","506",NA
"As resources allow we will build on existing maintenance grant provision to re-create a decent maintenance grant","506",NA
"and remove the dependence on student loans.","506",NA
"We are supportive of the additional recommendations of the Cubie Report,","506",NA
"in particular those relating to the restoration of state benefits","504",NA
"and our Westminster MPs will argue for this.","504",NA
"Children & Families",NA,NA
"The SNP has a long-standing commitment to the reduction of the voting age and","202",NA
"would like young people from the age of 16 to have voting entitlement.","202",NA
"The SNP would progress towards full implementation of the UN Convention on the Rights of the Child.","706",NA
"The establishment of a powerful and independent Children’s Commissioner for Scotland is fully supported by the SNP","706",NA
"and is essential in promoting awareness of childrens’ rights and","706",NA
"challenging individual breaches of rights.","706",NA
"As part of our commitment to family life we will support agencies which offer assistance to couples seeking counselling","603",NA
"and help during times of difficulty.","603",NA
"Education",NA,NA
"The SNP wants all Scots to fulfil their potential.","506",NA
"We must draw out of each generation the very best that they have to give to their society and to themselves.","506",NA
"We must value education for its own sake,","506",NA
"but also because enterprise, creativity and ambition all flow from the results of successful and continuing education.","401",NA
"The SNP will help Scottish education to become internationally respected once again.","506",NA
"We will do that by taking education out of the political battleground","506",NA
"and bringing forward proposals to depressurise a system that has been over stressed by central prescription.","301",NA
"Our priority policy proposals",NA,NA
"We would impose a moratorium on further change in the classroom and in educational administration until we have established an Education Convention,","506",NA
"chaired by the Education Minister and comprising a wide range of representatives from across Scotland and from throughout education.","202",NA
"It will have the responsibility of debating policy proposed by Government prior to the legislative process,","506",NA
"and on making recommendations for implementation","506",NA
"after it has been approved by Parliament.","506",NA
"It will compliment the work of Government and Parliament.","202",NA
"The Convention will be established in the first year of an SNP government.","506",NA
"Thereafter the SNP will bring forward for pre and post legislative consultation through the Convention three major priority initiatives:","506",NA
"We will introduce a phased reduction of Primary 1,","506",NA
"2","506",NA
"and 3 class sizes to 18 or below,","506",NA
"initially targeting areas of social deprivation.","705",NA
"This will be done by increased investment in teachers,","506",NA
"schools","506",NA
"and materials.","506",NA
"We will end publication of selective information that leads to the compilation of misleading league tables which are increasingly seen as disruptive to the process of learning","303",NA
"and which produce no benefit for young people themselves.","706",NA
"We will also critically examine the present externally imposed target setting for","301",NA
"schools and bring about a reduction in the burden of assessment on young people,","706",NA
"Teachers","506",NA
"and schools.","506",NA
"We will develop a system in which the professional judgement of teachers is the central element","506",NA
"and in which powers abrogated to others in these matters will be returned to the classroom.","506",NA
"We will start on a major programme of school refurbishment and","506",NA
"repair, using the innovative opportunity created by the STPI that will enable us to do more work,","506",NA
"more efficiently.","506",NA
"Standing for success",NA,NA
"The SNP is committed to the full implementation of the McCrone settlement","506",NA
"and this will greatly assist in developing a new atmosphere in Scotland’s schools.","506",NA
"We will re-examine the duties of parents with the aim of ensuring that they play a full partnership role with schools and take responsibility for their children.","603",NA
"We shall also bring forward changes in formal parental representation in schools,","202",NA
"replacing the present School Board structure with new arrangements taking account of the already expressed views of COSLA and others.","506",NA
"We will also pursue other measures, including:- restructuring Her Majesty’s Inspectorate to consist of a small core of professional managers supported in actual inspection by secondees from schools;","303",NA
"introduction of measures that will ease the transition between nursery and primary school;","506",NA
"delivery of appropriate and effective training for teachers in information and communication technology;","506",NA
"creation of new guidelines on school closures, with a presumption against closure of rural schools except in clearly specified circumstances;","506",NA
"and production of high quality teaching materials","506",NA
"on Scottish history, language and literature.","605",NA
"We will place a duty in law to provide Gaelic medium education","607",NA
"where there is reasonable demand and developing Gaelic medium provision in the primary and secondary sectors.","607",NA
"We will also conduct a legislative review of the provision of school transport.","506",NA
"We support positive steps to ensure that the particular needs of Catholic schools are recognised in professional training and development","603",NA
"and that the contribution of Catholic schools to the diversity and richness of the Scottish educational scene is fully realised.","603",NA
"We will ensure that the needs of ethnic minority groups are met in mainstream schooling","705",NA
"and that anti-racism is a core element in a child’s growing understanding of our multicultural society.","607",NA
"Other measures will include developing the concept of Community;","606",NA
"enhancing the role of community education;","506",NA
"assisting teachers to impart the essential elements of citizenship education through their professional development;","606",NA
"recognising that mainstream schools with an inclusive orientation are","606",NA
"the most effective means of meeting the needs of all learners who share an equal entitlement to be there;","506",NA
"properly supporting moves towards more inclusive education for those with special needs;","506",NA
"providing support and back up for teachers in difficult circumstances in the classroom;","704",NA
"and providing back up where indiscipline and truancy are significant problems.","605",NA
"Jobs",NA,NA
"We will create an economic climate to end unemployment.","408",NA
"Our philosophy is based on building on Scotland’s strengths,","601",NA
"and tackling the weaknesses that inhibit growth.","410",NA
"More than anything, we are determined to create a specific Scottish economic policy suited to the economic profile of our nation.","301",NA
"Enterprise & Jobs",NA,NA
"Our programme of infrastructure investment through the Scottish Trust for Public Investment","411",NA
"will give Scots businesses improved access to world markets through a modern and reliable road,","402",NA
"rail,","411",NA
"sea and","411",NA
"air network.","411",NA
"We will ensure Scotland does not get by-passed by the digital revolution by ensuring that Scotland has direct access to the internet and","411",NA
"broadband capacity throughout the country.","411",NA
"And our focus on reskilling Scotland will work to ensure that one of the key ingredients of a successful economy, a highly educated, flexible and skilled workforce, is in place to allow both the growth of indigenous enterprises,","411",NA
"but also to encourage the relocation of high-skill, value-added international investors to our country.","402",NA
"Economic development agencies must become more focused","303",NA
"and less bureaucratic.","201",NA
"They must be more accessible and less regulatory.","402",NA
"Their aim is to facilitate and add value to indigenous and incoming business.","303",NA
"They should stimulate not suffocate.","402",NA
"Finally, because we believe in Scotland, because we stand for Scotland,","601",NA
"we will be best placed to sell Scotland as a marketplace,","408",NA
"as a holiday destination","408",NA
"and as a key export partner.","408",NA
"We will ensure that Scotland’s businesses get better and wider representation across the world,","402",NA
"and that every effort is made to promote Scotland as a world beating business","402",NA
"and tourist centre.","402",NA
"To this end, we will bring the tourist agency into Scotland’s enterprise network.","402",NA
"Tourism",NA,NA
"Scotland’s tourism industry has been under-valued","408",NA
"and the Scottish Executive has completely mishandled attempts to revitalise the industry.","303",NA
"A confident and quality industry aiming to achieve an ambitious expansion of business levels can be achieved, but only with the correct policy direction.","402",NA
"The two key strategic aims in developing the industry must be to market the product","402",NA
"and make access cheaper and simpler.","402",NA
"The recent structural changes to the Scottish Tourist Board and Visit Scotland recognise that change is required.","303",NA
"However, much more remains to be done.","303",NA
"Fundamentally, the organisation must move away from seeing itself as a regulatory body to being a marketing body, which sells the product of a holiday or break in Scotland, at home and abroad.","401",NA
"More effective marketing and the direct promotion of Scotland to replace the role of the British Tourist Authority is required.","401",NA
"We need to ensure that we maximise our profile in our key areas","408",NA
"not disperse our resources in peripheral ones.","408",NA
"Access to Scotland is fundamental.","411",NA
"The lack of a Scottish gateway airport is a clear impediment.","411",NA
"Hence, there is a requirement to ensure that our marketing also dovetails with a transport strategy.","411",NA
"The SNP will campaign for better transport links for visitors to enter Scotland.","411",NA
"Employment",NA,NA
"The SNP at Westminster will press for devolution of the New Deal to Scotland,","301",NA
"and in government will refocus the millions of pounds invested in this programme to create a Better Deal by targeting people living in Scotland’s job black spots","701",NA
"and providing additional training, support and encouragement for long-term and","701",NA
"youth unemployed.","701",NA
"This will come as part of a project of national reskilling,","701",NA
"and will assist those who too often slip off the statistics and out of the New Deal programme.","701",NA
"Minimum Wage",NA,NA
"The SNP has long supported a minimum wage set at half male median earnings.","701",NA
"SNP MPs at Westminster and an SNP government would support an immediate increase of the minimum wage to £4.36 for all Scots regardless of their age.","701",NA
"This is a 16°k increase on current levels compared to Labour’s proposal of a 9°k increase.","701",NA
"We would aim to achieve a similar increase for the following year.","701",NA
"We would end age discrimination and the minimum wage would apply for all Scots regardless of their age.","503",NA
"The lowest paid young Scots working a 40-hour week would gain £2350 a year extra under SNP plans.","701",NA
"Workers over 21 on the minimum wage would see an increase in income of £1350 a year.","701",NA
"Any such moves would follow discussion with employers and trades unions about implementation.","405",NA
"Recognising the possible impact of a higher minimum wage on small businesses in Scotland, the SNP’s review of the tax system will develop measures to reduce employment costs for small businesses using the increased revenue that will accrue to the Exchequer from higher tax income resulting from a higher minimum wage,","403",NA
"Trades Unions",NA,NA
"In the last UK Parliament, it was the SNP who stood for Scotland’s trades unions by pressing the case for fair ballots for trade union recognition in the workplace,","701",NA
"in contrast to the government’s system, which meant a majority of votes did not mean recognition.","701",NA
"Our support for Scotland’s trades unions will continue.","701",NA
"We will guarantee the rights of trades unions","701",NA
"and the rights of representation for workers through a statutory Charter of Trade Union Rights.","701",NA
"We support the EU Directive on collective redundancies","701","108"
"and will argue strongly for the ratification of other employee involvement laws.","701",NA
"Environment",NA,NA
"The SNP stands for a clean, safe and sustainable environment in Scotland.","416",NA
"With so many key industries - agriculture,","501",NA
"tourism","501",NA
"and fisheries - dependent on Scotland’s environmental image,","501",NA
"maintaining and protecting our natural environment must be central to any government’s priorities.","501",NA
"An SNP government will strive to ensure that Scotland becomes a world leader in securing a sustainable environment","416",NA
"and quality of life for all,","301",NA
"recognising that local action can have global impact and","501",NA
"that environmental problems do not respect national boundaries.","107",NA
"We will contribute towards international climate change targets.","501",NA
"We oppose the UK government climate change levy","501",NA
"and have particular concerns about its impact on hydroelectric power.","501",NA
"We will undertake an evaluation of the risks from climate change","501",NA
"and will produce a strategy to address these risks.","501",NA
"As a first step to securing this objective an SNP government will commission a State of the Nation Environmental Audit to assess Scotland’s current position.","501",NA
"From this we will establish a National Environment Plan (NEP),","501",NA
"which will set stretching standards","501",NA
"and targets to meet Scotland’s international obligations,","107",NA
"and where appropriate, surpass these objectives.","501",NA
"In the short term, at Westminster, we will press for SEPA to be given statutory monitoring powers over military facilities in Scotland so that there is proper environmental regulation of MoD practices such as the dumping of depleted uranium in the Solway Firth.","501",NA
"In government the SNP will seek to ensure Scotland produces 12% of all its energy requirements from renewable sources by 2010,","501",NA
"including 25% of its electricity.","501",NA
"We will not build any more nuclear power stations.","501",NA
"Existing facilities will be decommissioned at the end of their economic or technical capacity.","501",NA
"Dounreay will be supported as an international centre of decommissioning,","501",NA
"allowing Scotland to export its expertise.","107",NA
"We are committed to the development of a resource efficient culture in Scotland, supporting the key concepts of the ""six Rs"" - Refuse, Reduce, Re-use, Refurbish, Recycle, Recover.","416",NA
"The SNP is committed to the Precautionary and Polluter Pays Principles,","501",NA
"and in government will introduce an integrated system of pollution prevention and control.","501",NA
"As part of our Comprehensive Tax Review, we will examine the system of Landfill Tax Credits.","501",NA
"Water",NA,NA
"An SNP government will undertake an immediate review of the water industry's financial arrangements bringing to an end sky-high increases in water charges and a halt to backdoor privatisation.","412",NA
"Suitable protection for low-income households","701",NA
"and the voluntary sector will be introduced.","606",NA
"The three water quangos will be given a more democratic and accountable structure.","202",NA
"An exemption will be sought from the Competition Act, to allow the industry to cope with the significant challenges that it already faces,","402",NA
"and consider the implications of competition.","403",NA
"Health",NA,NA
"The SNP recognises that those who work in the health service are already committed to delivering real improvements","704",NA
"and we support them in their efforts.","704",NA
"We are also supportive of many of the initiatives published in the Scottish Health Plan.","504",NA
"The SNP’s policy platform is not an alternative to the initiatives that are already planned or underway.","504",NA
"What it does is identify key areas where the SNP believes that government could and should go further.","504",NA
"A healthy partnership",NA,NA
"The SNP believes that the National Health Service is too important to be a political football.","504",NA
"We will establish a National Health Care Commission (NHCC),","504",NA
"chaired by the Minister for Health & Community Care with cross party representation of MSPs, representatives of the health profession and unions together with members of the wider community.","405",NA
"The Commission will be charged with setting the strategic direction for NHS Scotland","504",NA
"and given a central role in the drive to end postcode treatment.","504",NA
"The NHCC will be instrumental in raising morale of health professionals,","704",NA
"which is at an all time low,","704",NA
"not least in the primary care sector.","704",NA
"A recent survey of GPs in Scotland found that nearly 80% did not feel included in changes in the NHS.","704",NA
"That must change if there is to be a genuine partnership approach to improving our health service.","704",NA
"The Commission will also examine how local healthcare co-operatives can best be empowered to deliver real improvements.","504",NA
"Prevention is better than cure",NA,NA
"Making Scotland a healthier place to live is at the heart of our policy platform.","504",NA
"Free fruit in schools.","504",NA
"We will target policies and resources in improving the health of Scotland’s children and encouraging in our young people -","504",NA
"and hopefully their parents","504",NA
"-a culture of healthy eating.","504",NA
"We will extend on a national basis the practice of a few local authorities of providing free fruit in schools","504",NA
"and will provide, during term time, a free daily portion of fruit to every primary school pupil in Scotland.","504",NA
"2.  Healthier school meals.","504",NA
"We will also act to regulate the nutritional content of school meals",NA,NA
"- which for many children is the main meal of the day","706",NA
"- to ensure that the food children eat at school meets minimum nutritional standards.","504",NA
"Equality of access to health provision and health care",NA,NA
"The SNP is committed to restoring a system in which access to health care is determined by a professional assessment of clinical need","504",NA
"and not by the lottery of a patient’s residence.","503",NA
"The SNP pledges to end postcode treatment within our first term in government.","504",NA
"No patient will be denied access to a drug or treatment that has been positively assessed by the Health Technology Board for Scotland (HTBS).","504",NA
"The SNP will substantially increase the budget of the HTBS to enable it to expand its workload","504",NA
"and increase the number of assessments that it carries out each year.","504",NA
"The findings of the HTBS will be binding on health boards.","504",NA
"The NHCC will have a central role in the drive to end postcode treatment.","503",NA
"It will be for the Commission to identify instances where the care and treatment of patients in any area falls significantly below that in other areas.","503",NA
"The NHCC will be empowered to work pro-actively with the relevant health bodies to ensure that effective action is taken to bring the quality of care up to acceptable standards.","303",NA
"Dental Health",NA,NA
"The SNP in government will re-introduce free dental check ups for everyone in Scotland.","504",NA
"Prescription charges",NA,NA
"The SNP will act to end the unfairness inherent in the prescription charges system.","503",NA
"We will freeze the level of prescription charges immediately,","504",NA
"and establish an independent, short-term working party to review the level of charges and the categories of exemption.","303",NA
"Highest quality care and treatment for all",NA,NA
"We support and will continue the drive to set and maintain national standards of clinical excellence.","504",NA
"We will take action to ensure that patients are treated as quickly and as close to home as is possible","504",NA
"and clinically appropriate,","504",NA
"and in settings that are clean,","504",NA
"modern,","504",NA
"properly staffed","504",NA
"and well equipped.","504",NA
"Our early priorities will be to invest in reequipping NHS Scotland","504",NA
"and tackling staff shortages.","504",NA
"A modern, well-equipped health service",NA,NA
"The SNP is determined to make significant progress by delivering real investment in our first term.","504",NA
"Over the next twenty-five years, the NHS will spend nearly £3 billion under PFI contracts,","504",NA
"to service capital investment of only £ 1 billion.","504",NA
"Through the STPI, we will lever in considerably more investment to NHS Scotland for the same or greater scale of commitment.","504",NA
"We will carry out an audit of the age and effectiveness of existing hospital equipment","504",NA
"and use the results of the audit to target capital investment to ensure that our hospitals are at the cutting edge of medical technology.","504",NA
"Cleaner hospitals",NA,NA
"The SNP will invest an extra £4 million in a ""Clean Hospitals Fund"" to enable an immediate clean up of Scotland’s hospitals.","504",NA
"More nurses",NA,NA
"We will take action with the aim of employing at least 1,500 more nurses in the health service.","504",NA
"We will also launch a nurse recruitment campaign to encourage young people to enter the profession","504",NA
"and qualified nurses who have left it to return.","504",NA
"Shorter waiting times",NA,NA
"With the investment that we are promising in hospital buildings,","504",NA
"medical equipment","504",NA
"and nurses, we believe that maximum waiting times for all inpatient treatment can be cut by half in our first term in office.","504",NA
"Free personal care for all elderly people",NA,NA
"The SNP are committed to free personal care for all elderly people who need it.","504",NA
"The SNP remains committed to paying personal care costs in full and","504",NA
"will do so on taking office if Labour continues to let Scotland’s pensioners down.","504",NA
"Europe",NA,NA
"The SNP stands for Scotland in Europe.","108",NA
"The Scottish National Party believes that membership of the European Union will give Scotland real advantages.","108",NA
"It will secure for Scotland a voice at the heart of Europe, with full membership of the important decision and policy-making bodies.","108",NA
"We support the present confederal union in Europe,","108",NA
"and reject moves to a European ‘Super State’.","110",NA
"We support steps towards enhanced co-operation in defence,","108",NA
"foreign affairs,","108",NA
"trade and","108",NA
"the environment,","108",NA
"but reject abandoning national vetoes on issues relating to natural resources,","110",NA
"taxation and","110",NA
"the constitution.","110",NA
"We seek a stronger commitment to subsidiarity, with responsibilities returned to member states in areas such as coastal fisheries under the Common Fisheries Policy.","703","110"
"Sharing of sovereignty should be restricted to defined areas where it brings clear benefits.","108",NA
"We see advantages in Scottish membership of the single currency,","108",NA
"but this can only be achieved when the economic conditions are correct,","110",NA
"when an acceptable exchange rate is delivered","110",NA
"and where public consent has been given in a referendum.","202",NA
"The SNP welcomes an enlarged Union.","108",NA
"This will give greater weight and prominence to small and medium sized nations.","108",NA
"Clearly, after Nice, Scotland will have significantly greater influence in the European Union as an independent nation than as part of the United Kingdom.","108",NA
"At present, Scotland is represented only in the European Parliament -","108",NA
"but as part of the UK, we have only half as many MEPs as Denmark or Finland, countries with similar populations.","110",NA
"The Treaty of Nice would further reduce MEPs for Scotland within the UK -","110",NA
"but provide a better deal for Scotland with Independence.","202",NA
"An independent Scotland under the Nice Treaty would have its full quota of 13 MEPs","108",NA
"and seven weighted votes in the Council of","108",NA
"Ministers plus a member of the European Commission","108",NA
"- compared to no votes and no Commissioner within the UK.","301",NA
"Defence",NA,NA
"On Independence we will negotiate the safe removal of Trident from Scotland","105",NA
"and an independent Scotland","301",NA
"will work to eliminate nuclear,","105",NA
"biological","105",NA
"and chemical weapons world-wide.","105",NA
"Pre-independence we will continue to be part of the coalition against Trident in the UK.","105",NA
"But while we have the risk of Trident, we should get the benefit of the jobs at Rosyth,","408",NA
"and we will fight any government proposals to remove refitting work from Scotland.","408",NA
"SNP MPs will oppose any involvement in a possible US National Missile Defence Programme","105",NA
"believing it to be unwise and damaging to international relations between east and west.","107",NA
"The SNP stands for co-operation in conventional defence.","104",NA
"We will contribute to international security,","104","108"
"conflict resolution,","106","108"
"peacekeeping","106","108"
"and disaster","107","108"
"and humanitarian relief through the European Union Common Foreign & Security Policy and European Rapid Reaction Force,","107","108"
"the OSCE, EAPC/PfP and the UN.","107","108"
"An independent Scotland will inherit a treaty obligation to NATO.","104",NA
"However our opposition to nuclear defence will make our continued participation in nuclear alliances difficult.","105",NA
"We therefore propose to negotiate a phased withdrawal from NATO","105",NA
"but will retain military co-operation with NATO nations through a variety of international involvements.","107",NA
"An SNP government will promote the study of the theory and practice of peacekeeping,","106",NA
"and will make its skills available to Scottish Defence Force personnel","106",NA
"and to the forces of","107",NA
"democratically governed nations.","202",NA
"The priority of the Scottish Defence Force (SDF), in partnership with Scotland's neighbours, will be to safeguard the land, sea and air space of Scotland.","104",NA
"SDF training and equipment will reflect that,","104",NA
"as well as the need for rapid deployment overseas.","103",NA
"Some units will have specialised training for humanitarian and disaster relief operations.","107",NA
"The SDF will initially be equipped with Scotland's negotiated share of UK defence resources.","104",NA
"Service and pension conditions will be equal to those of the UK forces, with some enhancements.","104",NA
"The SDF will be an all-professional force supported by part time volunteers","104",NA
"and jobs will be open to all who meet the appropriate standards.","701",NA
"All MoD civilians working in Scotland at Independence will be able to remain in the Scottish MoD or Scottish civil service.","704",NA
"Defence industries will be subject to end user scrutiny to ensure that Scotland only exports arms to legitimate sources,","105",NA
"and not through third parties to the worst regimes.","105",NA
"While Scotland is in the UK the SNP will work to ensure that Scotland obtains a fair share of defence expenditure.","503",NA
"Bases at Kinloss, Lossiemouth, Leuchars, Prestwick, Faslane and all barracks and training areas (regular and reserve) will be fully utilised by the SDF","104",NA
"and consideration may be given to using regular and reserve sites that have been shut by the UK.","104",NA
"Additional accommodation for specialised equipment or personnel may be built on any of the above sites.","104",NA
"International Affairs",NA,NA
"An Independent Scotland will","301",NA
"play a full role in the international community through its membership of the European Union,","108",NA
"the Commonwealth","107",NA
"and the United Nations.","107",NA
"We will always promote Scottish interests internationally,","109",NA
"ensuring productive and harmonious relationships with the other countries of the world.","107",NA
"Where UK embassies are about status, Scottish Embassies would be about business.","401",NA
"The SNP would establish a commercially focussed presence for Scotland in the major commercial and population centres of the world by amalgamating the foreign representation of Locate in Scotland, Scottish Trade International and VisitScotland into External Affairs Offices of the Government of Scotland.","107",NA
"Scotland’s External Affairs department would operate on a budget no greater than the current spending by the Scottish Executive and its Agencies on overseas representation and our population share of Foreign & Commonwealth Office spending.","107",NA
"Overseas Development",NA,NA
"The SNP has a long-standing commitment to raise Scotland’s international aid budget to UN recommended levels.","107",NA
"We are committed to the cancellation of Third World Debt and poverty eradication,","107",NA
"and accept the 2015 International Development Targets.","107",NA
"We would seek to reduce Third World debt by pushing for reform of the Heavily Indebted Poor Countries (HIPC) Initiative to allow for speedier and wider reaching relief to all countries that are in need.","107",NA
"International Aid will be in the form of grants or very low interest loans to avoid increasing the debt burden.","107",NA
"The SNP does not believe in ""Aid for Trade"" and would accordingly untie all its aid programmes so that they would not be reliant on buying from Scottish firms, since this may not be appropriate for the recipient country.","107",NA
"An SNP government will establish and fund a voluntary secretariat - ""Aid from Scotland"" -","107",NA
"to coordinate a unified approach and provide a single point of contact for Scotland's aid agencies,","107",NA
"ensuring a quick response to global emergencies.","107",NA
"Broadcasting",NA,NA
"The SNP has consistently argued for legislative oversight of Scottish broadcasting to be the responsibility of the Scottish Parliament.","301",NA
"The SNP is keen to see a ""dash for digital"" so that the changeover can establish Scotland's place in the forefront of technological development","411",NA
"and we believe the government must work in partnership with providers to ensure that no one is left behind in the digital revolution.","411",NA
"The SNP anticipates a growing together of broadcasting, computer and mobile technology","411",NA
"and will support and assist those entrepreneurs who seek to make such technologies benefit our nation and the world.","411",NA
"We will seek a presence in the UK,","301",NA
"European","301",NA
"and global media,","301",NA
"to continue to campaign for the progressive devolution of powers over budget and","301",NA
"schedule to BBC Scotland, and to argue for the Scottish Six.","301",NA
"While realistic about the inevitability of change in the rules on cross media ownership, we will continue to seek a strong Scottish presence in worldwide and democratic markets.","601",NA
"Sport",NA,NA
