"text","cmp_code","eu_code"
"These promises will allow Scotland to win again.","000",NA
"For if the SNP wins, so does Scotland","000",NA
"It’s as simple as that.","000",NA
"SNP President and European Parliamentary Leader",NA,NA
"“There is an enormous bank of goodwill towards Scotland in the rest of Europe, and we have friends in countries far and wide who would welcome our freedom.",NA,NA
"We are an internationalist people, who look outwards to the rest of the world - in contrast to the insular, Little Englander mentality at Westminster.",NA,NA
"”",NA,NA
"THE SNP MANIFESTO 1997",NA,NA
"2: Scotland - the Facts",NA,NA
"Treasury Spokesperson",NA,NA
"“Scotland is a rich country, with a wealth of natural resources.",NA,NA
"Since 1979, Scotland has sent £27 billion more to the London Treasury than we have received in return.",NA,NA
"With Independence, we can make Scotland the “lion economy” of Europe - delivering fair tax for individuals, and a competitive edge for Scottish business.",NA,NA
"”",NA,NA
"The choice of how to vote at a General Election can be dictated by tradition, reason or emotion.","000",NA
"But whatever the basis for your choice will be, it is important first to know the truth about our country and our prospects as its citizens.","000",NA
"Over the past few years the SNP and Scotland have been subject to a whole range of smears and fears manufactured by political opponents.","000",NA
"At the outset of our manifesto it is important to set aside those baseless attacks in a strong and positive manner.","000",NA
"Labour and the Tories attack and attempt to undermine Scottish self confidence because it is a threat to their electoral prospects.","305",NA
"They peddle fear, we offer hope.","305",NA
"The SNP encourages all who live in Scotland to fulfil their potential.","000",NA
"The facts are these:",NA,NA
"SCOTLAND IS A WEALTHY NATION.","408",NA
"When our share of North Sea output is taken into account, an Independent Scotland would become the eighth richest nation in the developed world.","408",NA
"Scotland saves more, produces more and exports more per head than England.","410",NA
"SCOTLAND PAYS HER WAY IN THE WORLD.","301",NA
"The Treasury has admitted that in the last eighteen years we have sent £27,000,000,000 more to London than we have received.","301",NA
"In the next five years we will do the same with £12,500,000,000 of our wealth.","301",NA
"3 Scotland can afford many of the things our citizens want, while still reducing the inherited burden of our share of the UK national debt.","301",NA
"SCOTLAND, ON INDEPENDENCE, WILL AUTOMATICALLY BECOME A FULL MEMBER OF THE EUROPEAN UNION:","108",NA
"European legal , political and constitutional opinion on this matter is quite clear.","108",NA
"SCOTLAND WILL HAVE OPEN BORDERS WITH ENGLAND:","601",NA
"modern European countries have abolished controlled internal frontiers and our close family and trading ties with England will not be interrupted in any way by Scottish Independence.","601",NA
"Only political union will end - our social union will be as strong as ever, and indeed improved by our new equal status as good neighbours.","301",NA
"PENSIONS AND INVESTMENTS WILL BE UNAFFECTED BY INDEPENDENCE:","504",NA
"the European Union already legislates for such transfers.","108",NA
"SCOTLAND WILL ESTABLISH A MODERN EFFICIENT AND APPROPRIATE DEFENCE FORCE in keeping with our traditions and best practice throughout our continent.","104",NA
"Scotland does not need nuclear weapons.","105",NA
"THERE WILL BE FULL CITIZENSHIP AND A CONTINUING RIGHT OF RESIDENCE FOR EVERYONE WHO CURRENTLY LIVES HERE.","201",NA
"An Independent Scotland will protect in its written constitution residency rights for all those living here , or entitled to live here, at the time of independence whether or not they become Scottish Citizens.","201",NA
"Citizenship will be established on the basis of residency or birth.","201",NA
"Membership of the European Union will also permit residence from citizens from other European Union members.","108",NA
"SCOTLAND WILL BECOME A WEALTHIER, FREER NATION FOR ALL ITS CITIZENS:","201",NA
"Scotland today is being kept held back by the Union with England.","602",NA
"An independent Scotland will be a magnet for investment and our “Bill of Rights” will protect every citizen from government interference","201",NA
"- something that Britain does not do","602",NA
"- and establish social justice in our land.","503",NA
"THE SNP MANIFESTO 1997",NA,NA
"2: Scotland - the Facts",NA,NA
"NATIONAL INDEPENDENCE is the normal status for wealthy small nations.","301",NA
"Over 50 countries have become independent from Britain since 1945 and NONE of them have applied to become colonies or dependencies again.","301",NA
"Nearly half the independent nations in the world are smaller than Scotland","301",NA
"- 25 out of the 35 most prosperous nations are small nations!","301",NA
"SCOTLAND WILL BE ABLE TO CHOOSE ANY GOVERNMENT IT LIKES AFTER INDEPENDENCE:","202",NA
"in the first elections after independence the SNP will stand as a political party, but Scots will be able to choose any party they like.","202",NA
"Proportional Representation will ensure that Scottish governments are broadly based and that all parts of the country are fairly","202",NA
"represented - as will be women and ethnic minorities.","503",NA
"Cabinet Secretary",NA,NA
"“While the London-based parties hand down their policies from on high, the SNP have developed a detailed set of policies that are best for Scotland by using the democratic structures of the Party.",NA,NA
"And we have consulted widely with organisations outside our party, in order to ensure that our policies are fully in tune with the needs of the people.",NA,NA
"”",NA,NA
"THE SNP MANIFESTO 1997",NA,NA
"3: Gaining Independence",NA,NA
"Cabinet Chief Secretary",NA,NA
"“Measures to help business, especially small business, are vital.",NA,NA
"Small business is the engine of growth and for too long the UK has just ignored the potential and needs of those who contribute so much.",NA,NA
"”",NA,NA
"A vote for the SNP is a vote for Independence","301",NA
"- it is also a vote to encourage change, because only when the SNP is strong do the other parties pay any attention to Scotland .","305",NA
"Constitutional Change has been promised to Scotland by the British parties for over 100 years - but nothing has happened.","305",NA
"Nothing will happen unless the SNP is strong and determined, and attracting the support of the people of Scotland.","305",NA
"New Labour’s scheme for a Scottish assembly is fatally flawed, and will deliver no real power.","305",NA
"The Tories are stuck in the bunker of “no change” whilst virtually the whole of Scotland is now scunnered by their anti-Scottish actions.","305",NA
"Only the SNP offers a clear , logical and achievable blueprint for progress.","305",NA
"Scotland can regain its independence at any General Election.","301",NA
"After the election of a majority of SNP MPs,the SNP will immediately initiate negotiations for independence with the UK government.","301",NA
"In parallel with these negotiations, we will initiate talks with the European Union in order to facilitate the right conditions for independent representation.","301","108"
"At the conclusion of this period (which is likely to take between six and twelve months) the people of Scotland will be asked to approve the “independence settlement” in a simple one question referendum.","202",NA
"On achieving the assent of the people of Scotland, independence will be declared and, after the formal establishment of an independent country within Europe,","301","108"
"a fresh General Election will be held to elect a new government.","202",NA
"There are many precedents for such a process: indeed during 1996 a committee of respected academics brought forward the final report of a study of Scotland’s route to independence5 which clearly set out the steps to be followed.","301",NA
"During this study examples from other parts of the world were looked at closely.","107",NA
"In the twentieth century the road to Independence is well trodden, and well signposted by those that have gone before.","107",NA
"THE SNP MANIFESTO 1997",NA,NA
"4: A Scotland for all her People",NA,NA
"An independent Scotland will have a written constitution and Bill of Rights.","203",NA
"This means that Scots will be citizens, not subjects.","201",NA
"They will be protected from the type of arbitrary interference that is the hallmark of Westminster government,","602",NA
"and they will be able to force the state to honour its commitments to them.","202",NA
"Almost every country in the world has a written constitution:","203",NA
"and virtually every democratic country in the world makes sure that citizens are guaranteed their rights.","201",NA
"A modern Scotland must have the same concern for law and liberty .","201",NA
"Earlier this year the SNP published its full constitutional proposals 6 which have been arrived at after lengthy and wide ranging consultation.","203",NA
"Amongst the SNP’s promises to Scotland are:",NA,NA
"The protection of basic human rights, including the right of free expression and assembly, the right to housing , education and free health care and the right to decent working conditions and a minimum wage.","201",NA
"The rights of citizens in an independent Scotland will be at least as wide-ranging as those offered under the European Convention on Human Rights, which will be incorporated into the law of Scotland.","201","108"
"The establishment of a single chamber parliament elected by proportional representation which is modern in character","202",NA
"and which in gender, ethnic origin and geographical representation accurately mirrors Scottish society as a whole.","503",NA
"The franchise will be extended to include all those aged 16 and over.","202",NA
"Legislation will require public consultation, may be initiated by public petition as well as by members of the Scottish Parliament,","202",NA
"and a system of strong standing committees will supervise and regulate proceedings.","605",NA
"Final legislation, having passed the Parliamentary process, will be approved on behalf of the people by the Chancellor of the Parliament,","202",NA
"not subject to the mumbo jumbo of Royal assent.","602",NA
"The balanced parliament, elected fairly, and a strong investigative committee system","202",NA
"will replace the offensive and archaic House of Lords as the mechanisms to ensure properly thought through legislation.","602",NA
"Membership of a legislative body secured only by accident of birth or political patronage has no place in a modern democracy.","304",NA
"The SNP propose the reform of the Monarchy which, while allowing the Queen and her successors to remain Head of State, would ensure that their duties and payments were clearly and openly understood.","202",NA
"In the absence of the Queen from Scotland the elected Chancellor (Speaker) of the Scottish Parliament will act as Head of State.","202",NA
"The protection of the rights and responsibilities of Local Government will be protected by means of entrenchment in the constitution.","301",NA
"Local Authorities will also be elected by proportional representation.","301",NA
"Citizens of Scotland, wherever they have come from, will be full participants in a twenty first century democracy,","202",NA
"not subjects of an outmoded and decaying eighteenth century state.","602",NA
"That change alone will refresh and invigorate Scottish life.","606",NA
"Cabinet member",NA,NA
"“Over many years, I have seen the policies which the people of Scotland support overturned by an unrepresentative Westminster Parliament, which is distant from Scottish concerns.",NA,NA
"Only by getting a real Parliament of our own in Scotland can we introduce the policies that are best for Scotland.",NA,NA
"”",NA,NA
"THE SNP MANIFESTO 1997",NA,NA
"5: Working in a Better Scotland",NA,NA
"Independence is vital for our future; but independence is not an aim on its own.","301",NA
"The purpose of independence is not just to free Scotland but to free Scots - all the people who live in Scotland","606",NA
"The Tory Government has been responsible for a vast increase in the National Debt, and an Independent Scotland would of course inherit a proportion of that debt, estimated to be around £38 billion.","305",NA
"An SNP Government would commence a programme of repaying this debt , aiming to reduce the amount spent in interest and to free resources for further investment in the future.","414",NA
"The debt repayment will amount to a total of £6. 6 billion in the first four years of Independence.","414",NA
"Jobs and Employment",NA,NA
"The SNP aims for full employment -","408",NA
"an achievable goal that is integral to the growth of the Scottish economy,","410",NA
"the delivery of a high standard of living","504",NA
"and the development of a secure and inclusive society in which every individual contributes and plays a constructive role.","606",NA
"The SNP’s four year budget will result in the creation of  an additional 100,000 new jobs;","408",NA
"in addition our National Apprenticeship scheme will increase the number of young people going on from school to meaningful training and through that route into useful work.","411",NA
"In addition to the immediate jobs boost that independence will produce,","301",NA
"the creation of new jobs will come about as Scottish business is assisted to develop and compete.","402",NA
"The key to such development will be the introduction of a sensitive and targeted corporate tax structure, allied to important initiatives to encourage small businesses that do not pay corporation tax.","402",NA
"Business Taxation",NA,NA
"The SNP is the only party in a generation to enter a General Election fully committed to a reduction in business taxation.","402",NA
"In government the SNP will",NA,NA
"Cut the standard rate of corporation tax by approx. 10% from 33p to 30p","402",NA
"Cut the small companies rate of corporation tax by 22% from 23p to 18p","402",NA
"Limit the increase in the Business Rate Multiplier to the increase in the RPI","402",NA
"Phase in banded business rates with benefit targeted at smaller enterprises and with no increase for larger companies.","402",NA
"Abolish Class IV National Insurance Contributions.","402",NA
"These proposals will be phased in over a four year period.","402",NA
"We have allocated an average of £250 million per year from our budget for the creation of a Business Tax Reduction fund to pay for these measures.","402",NA
"New Investment",NA,NA
"In addition to a innovative business tax regime,","402",NA
"Government funding will be provided for priority economic projects such as industrial expansion, modernisation, agricultural diversification and the introduction of new technologies.","411",NA
"An additional £120 million over four years will be provided to enhance research and development of new products and processes.","411",NA
"This will ensure that full advantage is taken of the intellectual capacity and scientific and technological innovation that is to be found in rich abundance in our universities and colleges, and in many of our businesses.","411",NA
"THE SNP MANIFESTO 1997",NA,NA
"5: Working in a Better Scotland",NA,NA
"Exports and Skills",NA,NA
"A Scottish Export Unit will also assist in building our export trade and focusing the attention of Scottish industry on the need to expand its excellent record in this field and will provide a massive boost to the international profile of Scottish business.","410",NA
"A Scottish Skills Foundation will be established to bring international best practice in skills and innovation training to bear on Scottish business and industry.","411",NA
"Tourism",NA,NA
"The SNP has budgeted for a doubling of the Scottish Tourist Board’s advertising and promotions budget and will assist the Tourism industry - which contributes in excess of £2.2 billion to the Scottish economy and employs over 177,000 people - to fulfil its potential.","410",NA
"Business Growth and Fair Trading",NA,NA
"With the SNP’s commitment to Defence Diversification (see Chapter 9),","104",NA
"to a modernised transport and communications infrastructure (See Chapter 8)","411",NA
"and with a successful Scottish approach to attracting investment the prospects for job creation and business birth, growth and survival will be better than ever before.","410",NA
"An SNP government will provide a context for business that is fair and flexible:","403",NA
"a Merger and Take-overs panel will ensure competitive practices and prevent “asset stripping” which has destroyed many Scottish companies over the past 20 years;","403",NA
"a Fair Trading Unit within a Scottish Department of Industry, Technology and Employment will inherit and strengthen the responsibilities of the current utility regulators","403",NA
"and legislation will ensure that the practice of delayed payment that damages small businesses is outlawed.","403",NA
"The Social Chapter and Trade Unions",NA,NA
"A fair and flexible business environment will flourish if accompanied by active partnership with trade unions:","405",NA
"the SNP Charter for Trade Unions will guarantee Trade Union rights whilst ensuring that their responsibilities are enforceable at law.","405",NA
"Scottish endorsement of the EU Social Chapter will encourage Unions and employers to observe best practice that enhances constructive and profitable co-operation.","405","108"
"The introduction of a minimum wage (after discussion and with consensus) set at half median male earnings will be accompanied by an implementation plan developed in association with employers which assists smaller businesses to take this vital social step forward.","412",NA
"Fair Personal Taxation",NA,NA
"For those in work, a fair personal tax system is an essential motivator:","503",NA
"the SNP aim to introduce a starter rate of income tax at 15p over the first four years of government.","503",NA
"For middle income earners the bands of income at which the basic rate is levied will be expanded by 15 per cent.","503",NA
"This means that the top rate will not kick in until earnings exceed £30,000.","503",NA
"In keeping with the belief that those who are best rewarded should contribute slightly more in order to assist delivering a just society , the ceiling on National Insurance contributions will be removed.","503",NA
"Taken together these proposals will mean that there will be a drop in taxation for most, with a marginal increase in taxation for those earning above £26,500 per year.","503",NA
"85% of male employees and 95% of female employees will pay less tax.","503",NA
"But all will benefit from a more prosperous country and a fairer society.","606",NA
"Industry, Technology and Employment Spokesperson",NA,NA
"“Instead of the Tories’ fiddled unemployment figures, we need a real Parliament in Scotland to create real jobs, and bring about a real cut in the dole queues.",NA,NA
"Only with Independence can we develop an economic strategy in line with Scottish conditions, and the SNP will prioritise investment in training and exports.",NA,NA
"Over four years, we can create 100,000 more jobs.",NA,NA
"”",NA,NA
"THE SNP MANIFESTO 1997",NA,NA
"5: Working in a Better Scotland",NA,NA
"These proposals are in keeping with the basic Scottish belief in progressive taxation and the sharing of responsibility according to the ability to pay.","503",NA
"We will also cut VAT on Domestic fuel from 8% to 5% , the minimum allowed under EU regulations","503","108"
"but will also negotiate with the EU to seek a new regime to take account of climatic conditions in Northern Europe, thus allowing the eventual abolition of this tax.","503","108"
"The economic and employment priorities of an SNP Government will be to",NA,NA
"Move toward full employment","408",NA
"Achieve sustained growth along with increased investment","410",NA
"Secure continuing low inflation","414",NA
"Establish International Economic Credibility","410",NA
"Introduce a competitive business tax system","402",NA
"Legislate for a fair personal tax system","503",NA
"Build exports and inward investment","410",NA
"Strengthen the infrastructure and skills base","411",NA
"Adopt the Social Chapter and the Minimum Wage.","412",NA
"Introduce the SNP Charter for Trade Union Rights","405",NA
"THE SNP MANIFESTO 1997",NA,NA
"6: Living in a Better Scotland",NA,NA
"Job creation, business growth and economic success at home and abroad are aims that Scotland should aspire to given its wealth of talents and its strong resource base.","410",NA
"But those underpinning strengths in the Scottish economy must also give rise to the development of social justice, education for life, health and public services which the Scottish people need and deserve.","504",NA
"Scots should be encouraged to take advantage of arts and leisure opportunities and to have their lives enriched by such pursuits.","502",NA
"And all these developments must take place in society that is determined to be free of crime and its effects.","605",NA
"Scotland can afford to look after its citizens.",NA,NA
"The Scottish National Party is commited to a socially just Scotland","503",NA
"- the type of Scotland which the Tories have systematically tried to destroy for 18 years:","305",NA
"A Scotland in which poverty is eradicated and those in need are assisted to the maximum degree possible;","504",NA
"the Scotland that all Scots want.","606",NA
"Freedom from Poverty",NA,NA
"In our society there will always be a need for supporting those who cannot work, either through incapacity or for a variety of short-term reasons.","504",NA
"Government must also use the benefits system to assist those who are vulnerable","705",NA
"- the very young, the old and those who are incapacitated","706",NA
"- and to eliminate the effects of poverty.","503",NA
"An SNP government will increase Child Benefit to £12.50 per week per child and maintain entitlement until a child has left school.","504",NA
"Child Benefit is a powerful means of tackling poverty as it is paid directly to the child’s principal carer.","504",NA
"The annual cost of this measure wil £132 million by year 4 of an independent government.","301",NA
"Benefit will be restored to 16 and 17 year olds immediately, as the Tory removal of such benefits has been a strong contributory factor in the rise of youth homelessness and youth crime.","706",NA
"Education and training - with proper financial support - is the best way to assist young people,","506",NA
"but they must not be put in the position of suffering poverty and alienation because society will not assist them.","503",NA
"A Pensioner’s Package",NA,NA
"The SNP is strongly committed to eradicating the scourge of fuel poverty particularly so as Scotland is an energy rich nation.","503",NA
"Our “Pensioners Package” already forms the basis for action of fuel poverty for SNP councils:","504",NA
"we will ensure that the entire package is implemented at a national level - a package that will increase the state retirement pension by £3 a week for a single person and £5 a week for married couples as a first step towards achieving parity with the higher European pension levels;","504",NA
"introduce a Cold Climate Allowance of £9. 20 for all pensioners and others on benefits;","504",NA
"remove standing charges from electricity, gas and telecom services for pensioners;","504",NA
"and abolish means testing for the residential care of elderly.","504",NA
"These measures will provide real relief from hardship and enhance social justice.","503",NA
"In particular, the removal of standing charges provides a much more efficient and targeted way of making privatised utilities contribute to society than a one-off “windfall tax”,","403",NA
"while the abolition of means testing will remove a major indignity from old people and allow them to enjoy the fruits of their retirement without undue worry or stress.","504",NA
"Health and Social Policy Spokesperson",NA,NA
"“In an independent Scotland, economic prosperity and social justice will go hand in hand.",NA,NA
"We will use our wealth to invest in the health service, deliver a Cold Climate Allowance to pensioners and those on benefits, and abolish means testing for the long-term care of the elderly.",NA,NA
"”",NA,NA
"THE SNP MANIFESTO 1997",NA,NA
"6: Living in a Better Scotland",NA,NA
"A Real Scottish National Health Service",NA,NA
"Social justice also requires a new approach to the Scottish Health Service.","503",NA
"The SNP will first of all establish an independent Health Commission, chaired by the Health Minister, which will consist of representatives of all political parties in the Scottish Parliament along with health professionals and representatives of local health care delivery agencies.","303",NA
"Within the context of the health budget set by government, this commission will plan the strategic delivery of health services.","504",NA
"Local Health Commissions will undertake a subsidiary role in local planning of health care.","301",NA
"The SNP believe that free health care at the point of need is a fundamental right","201",NA
"and in order to provide such care we must remove the distorting distraction of the Tories’ internal market in the health service.","305",NA
"By removing the tiers of accountants, administrators and middle managers we will abolish the artificial split between purchasers and providers of health care and will introduce an integrated health system which is administered and planned nationally but delivered locally.","301",NA
"This structural change is important - as is providing additional resources and finding a way in which the broad strategic priorities for health can be taken out of the day to day political arena.","504",NA
"We will provide an additional £35 million per annum for the Scottish Health Service which, coupled with savings on bureaucracy (which consumes a staggering 12% of NHS expenditure) will provide a major and immediate boost for healthcare delivery.","303",NA
"The SNP will establish an on going national audit of health care designed to provide creative feedback and raise local and national standards.","202",NA
"Dentistry will be re-integrated into the NHS and we accept the view of the dental profession that capitation fees must be adjusted to take account of Scotland’s dental health needs which are greater than those elsewhere in the UK.","504",NA
"This and other measures will encourage dentists to return to the Scottish Health Service.","402",NA
"Prescription charges have increased, under this Tory government, from 20p to the current £5.65.","305",NA
"The system can be effectively reformed both by allowing patients to pay the real cost of drugs if these are below the prescription charge levels and by spreading the burden of charges more fairly.","504",NA
"The SNP will review the issue of charges and exemptions for those with long term mental illness who are not presently allowed exemptions.","504",NA
"Health care in a modern Scotland must be preventative as well as curative.","504",NA
"An SNP Government will ban cigarette advertising and increase tobacco tax both to encourage more to give up, or not to start smoking, and to recover a small proportion of the costs of treatment of tobacco related illnesses by the National Health Service.","412",NA
"We will also prioritise the improvement of nutritional standards in Scotland, using best practice both to encourage healthy eating and to protect the nation’s health by enforcing high standards in the production and distribution of food.","504",NA
"Care in the community is a laudable aim but it requires support with resources and with an infrastructure that the Tories have constantly eroded.","305",NA
"The SNP will ensure that Local Health Commissions review the local delivery of care in the community, allocating resources to it as required.","504",NA
"THE SNP MANIFESTO 1997",NA,NA
"6: Living in a Better Scotland",NA,NA
"The provision of care in the community has a direct bearing on adequate local government funding, and statutory obligations imposed on local government must be backed up with financial provision.","301",NA
"So must any need to increase the involvement of voluntary organisations who are key facilitators in the provision of care.","504",NA
"The cost of democratic control of the Health Service through such Commissions will be considerably less than the present “internal market” which lacks both democracy and efficiency.","303",NA
"Enabling the Disabled",NA,NA
"As many as one in 10 of the world’s population suffers some form of disability,","705",NA
"but society is still reluctant to legislate to ensure full civil rights for disabled people,","201",NA
"and to improve the quality of life so that all disabled people can fulfil their potential and contribute to the society of which they are members.","606",NA
"The SNP will introduce measures, in the Bill of Rights and in other legislation, to secure full rights,","201",NA
"to enforce standards of building access and to help disabled people obtain and retain employment as they wish and are able.","504",NA
"The SNP will implement its “Charter for the Disabled” to enable valuable members of society who are presently often excluded from the mainstream, but who have much to contribute.","606",NA
"Protecting Scotland’s People",NA,NA
"Whilst food safety is not primarily a health issue, until structures, controls and procedures go wrong, there is a clear need now to restore the reputation of the Scottish food industry and to provide a mechanism for public control of food quality.","412",NA
"The SNP has been in the forefront of the campaign for an independent food safety agency, free of the pressure from the producers and able to take a proactive stance in securing the highest standards.","412",NA
"An independent Scottish Food and Consumer Health Agency will have a wide remit:","412",NA
"it will supervise public health issues, working through local authorities and through local public health departments;","412",NA
"it will regulate food processing and handling and introduce clear controls that will better the European norm;","412",NA
"it will consider public nutrition and health issues in their broadest sense and will assist in the process of promoting better eating , recognising that one of the principal barriers to a healthy diet is poverty.","504",NA
"It will also work closely with the producers to instil the best practices and provide a certification of quality that in time will be the passport to domestic and international success for the Scottish food industry.","412",NA
"Freedom from Crime",NA,NA
"Freedom from crime is an important freedom for many Scots;","201",NA
"and whilst crime levels in Scotland have fallen in recent years many communities are still subject to unacceptable levels of vandalism, burglary and violence.","605",NA
"The SNP has supported initiatives that seek to reduce crime by means of a “zero tolerance” approach:","605",NA
"we will encourage such initiatives throughout Scotland and support them with additional resources for Scotland’s police forces.","605",NA
"“Zero Tolerance” brings improvement to communities by focusing attention on community crimes such as vandalism, petty burglary and other such anti-social activities.","605",NA
"By so doing it increases community confidence and pride.","606",NA
"It is an ideal solution for every part of Scotland and particularly for urban areas.","605",NA
"SNP Vice President",NA,NA
"“An independent Scotland will be a model European democracy, with a written Constitution and Bill of Rights.",NA,NA
"Proportional representation will ensure that the Parliament represents all of Scotland and we will have done with unelected Peers in London deciding the laws of our nation.",NA,NA
"”",NA,NA
"THE SNP MANIFESTO 1997",NA,NA
"6: Living in a Better Scotland",NA,NA
"There are many practical steps that can be taken to cut down on petty or organised crime against property.","605",NA
"One such scheme, which has been vigorously promoted by the SNP and which has the support of a number of organisations, is one which combats the £1.3 billion used-vehicle fraud that takes place every year.","605",NA
"A register of vehicles will be established which will allow purchasers of second hand vehicles to check that their intended purchase is legitimate.","605",NA
"The cost added to a purchase will be around £5.00 but the peace of mind afforded will be great.","605",NA
"Much police time is wasted for want of such simple and cost effective solutions:","303",NA
"much is also wasted in waiting for court appearances and the court system needs better resourcing.","303",NA
"The Procurator Fiscal service needs more lawyers and support staff and a stronger training infrastructure.","411",NA
"The solution to the problem of crime in Scotland does not lie in more prisons and more mandatory sentences:","605",NA
"these proposals have been rejected by the judiciary and by most commentators and it is an indictment of government in the last decade that our prison population is at its highest ever level - and still rising.","605",NA
"What is needed is a range of alternatives to prison and a flexible sentencing policy coupled with schemes for education and rehabilitation that actually work.","605",NA
"To implement and operate  such schemes the justice system must be encouraged to learn from international best practice and the SNP proposes the establishment of a research and development facility within a Scottish University to develop and implement education and rehabilitation schemes.","605",NA
"The basis of community action against crime must lie in the community, and the SNP opposes the establishment of an all Scottish police force,","606",NA
"although we endorse the move towards sharing of skills between forces and the establishment of national strategic initiatives where appropriate.","605",NA
"Scotland should never lose sight of the link between poverty, social deprivation and crime.","503",NA
"Accordingly, whilst crime must be tackled at source, the creation of a better and fairer society will also have a strong impact on crime levels.","503",NA
"An economy that produces more jobs and more meaningful work for the people of Scotland will pay dividends in this area as well.","504",NA
"Drugs and Crime",NA,NA
"A major cause of criminal activity lies in the drugs culture that has developed in parts of Scotland.","605",NA
"But drug abuse, like crime, is also a symptom of something wrong in our society, that needs to be put right.","606",NA
"Yet there is not one drugs problem, but many.","605",NA
"And a variety of tactics are required to deal with them.","605",NA
"What needs to be put right first is the question of demand.","605",NA
"If demand for drugs in society is curtailed, then the drug problem will diminish.","605",NA
"Tackling demand can vary from better resourced customs and police to more effective rehabilitation programmes in prisons and to drug education in schools.","605",NA
"All such measures are supported by the SNP which has been active in the all party campaign “Scotland against Drugs”.","605",NA
"Solving Scotland’s drug problems also requires the collection of much information about drug use including much better recording of criminal statistics on drug related offences.","605",NA
"THE SNP MANIFESTO 1997",NA,NA
"6: Living in a Better Scotland",NA,NA
"The SNP also supports, and will encourage, local initiatives including Drugs Action Teams.","301",NA
"Eradicating the Gun Culture",NA,NA
"The whole world was shocked by the Dunblane tragedy;","605",NA
"but Scotland’s call for action to ban all hand guns and to tighten restrictions on all other weapons was ignored by the Tory government.","605",NA
"The SNP will introduce a total ban on handguns , making Scotland a safer place","605",NA
"and taking a major step towards eradicating the “gun culture” which is creeping into our country.","606",NA
"This measure will be accompanied by appropriate compensation for those deprived of their pastime","503",NA
"and the SNP will enforce the Cullen recommendations in all other areas of firearms control.","605",NA
"As a nation we must do our utmost to ensure that every step is taken to prevent another Dunblane.","606",NA
"These measures, and the more stringent screening of firearm applications along with the establishment of a national register of firearms holders, will be a significant step towards that aim.","605",NA
"Justice and Equality Spokesperson",NA,NA
"“In the fight against crime, the SNP will encourage the extension of “zero tolerance” initiatives throughout Scotland, and will properly resource our over-stretched courts system.",NA,NA
"A ban on all handguns is supported by the vast majority of Scottish people and politicians, but has been frustrated by the Westminster system.",NA,NA
"An independent Parliament will deliver.",NA,NA
"”",NA,NA
"THE SNP MANIFESTO 1997",NA,NA
"7: Serving a Better Scotland",NA,NA
